transcript,index,de,dgs,mouth
1246102,129,Wir haben nicht wirklich Kontakt und kennen uns kaum.,"['ECHT1*', '$INDEX1*', 'ICH1*', 'KONTAKT2A', 'KENNEN1A*', 'NICHT3B*', '$GEST-OFF^']","['kon{takt}', 'kenn', 'nicht']"
1246102,130,Deshalb haben wir auch keine enge Beziehung zueinander.,"['DARUM1', 'BEZIEHUNG2*', 'BEIDE2B*', 'KEIN1*', '$GEST-OFF^', '$GEST-OFF^']","['darum', 'beziehung', 'auch kein']"
1246102,131,"Trotzdem, wenn wir uns sehen, wissen wir, dass wir Halbschwestern sind.","['TROTZDEM2A', 'SEHEN-AUF1*', 'WISSEN2A*', 'BEIDE2B*', 'HALB5', 'SCHWESTER1C*', 'ENDE1B*']","['trotzdem', 'weiß', 'halbschwester']"
1246102,132,Aber das Gefühl fehlt.,"['$ORAL^', 'GEFÜHL3', 'KEIN3', 'BEIDE2B*', '$GEST-OFF^']","['ab{er}', 'gefühle', 'kein']"
1246102,133,"Wir begrüßen uns, wie Bekannte, aber mehr nicht.","['SEHEN-WEG-HIN1*', 'HALLO2*', 'WIE3B*', 'BEKANNT4', 'ENDE1B*', '$GEST-OFF^', 'MEHR5*', 'NICHT3A*', '$GEST^', 'ENTWICKELN2*']","['hallo', 'wie', 'bekannt', 'mehr', 'nicht']"
1246102,134,"Sie liebt auch Tanzen, genauso wie ich früher.","['$INDEX1*', 'ETWAS-LIEBEN1', 'AUCH3A*', 'TANZEN2*', 'FRÜHER1*', 'AUCH3A', 'ICH1', 'TANZEN2', '$GEST^']","['[MG]', 'auch', 'früher', 'auch']"
1246102,135,Ich habe es in einem Workshop gelernt.,"['DURCH2A*', 'WORKSHOP1B*', 'UNTERRICHTEN1*', 'ENTWICKELN2']","['durch', 'workshop']"
1246102,136,"Sie hat sehr gerne getanzt und hat sich fest vorgenommen, das weiter zu verfolgen.","['$INDEX1*', 'ETWAS-LIEBEN1', 'ZIEL4*', 'DA1*', 'ZIEL2', 'TANZEN5', 'ETWAS-LIEBEN1', 'OFT2B*']","['[MG]', 'da', 'ziel', 'tanzen', '[MG]']"
1246102,137,"Ich habe ihre Entwicklung im Auge behalten und dann habe ich erfahren, dass sie teilnimmt.","['ICH1', 'SEHEN-AUF2*', 'ENTWICKELN2', 'ERFAHREN1A*', '$INDEX1', 'ECHT1*', 'MIT1A*', 'MACHEN2*']","['erf{ahren}', '[MG]', 'mit{machen}']"
1246102,138,"Sie hatte das der Miss-Wahl in Las Vegas zu verdanken, dort hatte sie mitgemacht.","['DURCH2A', '$INDEX1', 'DANKBAR1*', '$INDEX1', '$GEST-ÜBERLEGEN1^*', '$ALPHA1:L-A-S-V-E-G-A-S', '$INDEX1', 'ZUFRIEDEN2A^', 'MIT1A', 'MACHEN1', '$INDEX1', '$ORAL^']","['durch', 'dankbar', 'las vegas', 'missw{ahlen}', 'mitmachen', 'dann']"
1246102,139,"Als sie zurückkam, erfuhr sie, dass sich das schon überall herumgesprochen hatte.","['ZURÜCK1A*', 'ERFAHREN1A', 'AUSBREITEN2']","['zurück', '[MG]']"
1246102,140,"Und ausgerechnet dann suchte eine Gruppe Tänzer, die bereits bekannt waren.","['RECHNEN1*', '$INDEX1', 'GRUPPE1A*', 'SUCHEN1*', 'PERSON1*', 'TANZEN5', 'AUSWAHL1H', 'BEKANNT3A', 'PERSON1*']","['aus{gerechnet}', 'suchen', 'tanz', 'bekannt']"
1246102,141,"Sie wurden auf sie aufmerksam, weil sie gehörlos und bekannt war, denn sie war bei der Miss-Wahl Vierte geworden.","['$INDEX1', 'TAUB-GEHÖRLOS1A', 'UND2A', '$INDEX1', 'BEKANNT3A', 'GEWINNEN1', '$NUM-ORD1:4', '||$LIST1:4of4', 'SCHÄRPE1D^']","['und', 'bekannt', 'vierte']"
1246102,142,Deshalb wurde sie für diese Gruppe ausgewählt.,"['DARUM1*', '$INDEX1*', '$GEST-NM-KOPFNICKEN1^', 'AUSWAHL1C*', '$PROD*']",['darum']
1246102,143,Ich glaube in der fünften oder sechsten Woche ist sie dann rausgeflogen.,"['ENTWICKELN2', 'PHASE1A^*', 'GLAUBEN2B', '$NUM-ORD1:5', '$NUM-ORD1:6d*', 'REIHE1^*', 'DANN1A*', 'PLÖTZLICH4', 'SELBST1A*', 'KÜNDIGUNG2A^*', '$GEST-OFF^*']","['glaube', 'fünfte', 'sechste', 'woche', '[MG]', 'selber', 'raus']"
1246102,144,Sie hat zu wenig Punkte bekommen.,"['PUNKT-$KANDIDAT-FRA29^', 'WENIG4', 'BEKOMMEN1*', '$GEST^']","['punkte', 'wenig', 'bekommen']"
1246102,145,So ein Mist!,['VERDAMMT1'],[]
1246102,146,Sie musste heimfahren.,['NACH-HAUSE1*'],[]
1246102,147,Dann durfte auf einmal doch eine von Dreien wieder zurück.,"['ENTWICKELN2*', 'DOCH1A', 'SPÄTER10*', '||$NUM-ORD1:3d', 'SOLL1', 'ZURÜCK1A*', 'ABER1*||$NUM-EINER1A:3d', 'NUR2A*', '$NUM-EINER1A:1d*', 'AUSWAHL1C*']","['doch', 'drei', 'zurück', 'aber', 'nur', 'ein']"
1246102,148,"Wer das war, das entschieden die Zuschauer.","['WER3*', 'ALLE2A', 'ENTSCHEIDEN1A', 'ZUSCHAUEN4*']","['w{er}', 'entsch{eiden}', 'zu{schauer}']"
1246102,149,"Die haben sich dann für sie entschieden, und so konnte sie zurück.","['ENTSCHEIDEN1A*||$NUM-EINER1A:3d', 'AUSWAHL1B*', 'UMZIEHEN1^*', '$GEST^']",['entsch{eiden}']
1246102,150,So konnte sie glücklicherweise weiter am Wettbewerb teilnehmen.,"['GLÜCK2', 'ABLAUF2^']","['glück', 'weiter']"
1246102,151,"Sie hat dann die Gehörlosen mobilisiert und weil die nicht für sie anrufen konnten, wurde die Info verbreitet, dass alle im Internet für sie Punkte vergeben sollten.","['MEHR1', '$INDEX1*', 'AUSBREITEN2^', 'TAUB-GEHÖRLOS1B*', 'HERANWINKEN1^*', '$GEST^', 'GRUND4B*', 'ANRUFEN1*', '$GEST-NM-KOPFSCHÜTTELN1^', '$INDEX1*', 'UM2A^', 'INTERNET1A*', 'PUNKT-$KANDIDAT-FRA29^', 'BEKOMMEN1*']","['mehr', '[MG]', 'grund', 'internet internet', 'punkte', 'bekomm bekomm']"
1246102,152,Anschließend ist sie an den anderen Teilnehmern vorbeigezogen.,"['KOMMA1^', 'VORSPRUNG1']","['darum', '[MG]']"
1246102,153,"Aber ich hätte nicht erwartet, dass sie es bis auf den ersten Platz schafft.","['$ORAL^', 'NICHT3A*', 'ERWARTUNG1A*', 'SCHAFFEN1C*', 'DURCH1^*', '$NUM-ORD1:1d', 'PLATZ3*']","['aber', 'erw{arten}', 'schafft', 'erste', 'platz']"
1246102,154,"Respekt, das ist wirklich toll!","['ICH2', 'RESPEKT1A*', 'TOLL1A*', '$GEST^']",['toll']
1246102,155,"Das ist auch positiv für Litauen, denn dadurch hat sich herum gesprochen, dass Gehörlose nicht dumm sind und auch so etwas schaffen können.","['UND2B*', 'AUCH3A*', 'POSITIV1*', 'FÜR1*', 'LITAUEN2*', 'BEREICH1E^', 'AUSBREITEN2^', 'TAUB-GEHÖRLOS1B*', 'NICHT3A*', 'DUMM2*', '$GEST^', 'KANN1*', '$GEST^']","['und', 'auch', 'positiv', 'für', 'litauen', '[MG]', 'nicht', 'dumm', 'kann']"
1246102,156,Deswegen finde ich ihre Leistung großartig!,"['ICH1', 'TOLL1A*', '$GEST^']",['toll']
1246102,157,"Ich glaube, wenn das nicht gewesen wäre, hätte sich in Litauen nicht so viel verändert.","['WENN1A', 'NICHT3B*', 'WÄRE1', 'LITAUEN2', 'MEHR1*', 'VERÄNDERN1B', 'GLAUBEN2B*', 'NICHT3A*', '$GEST-OFF^*', '$GEST-NM-KOPFSCHÜTTELN1^']","['wenn', 'nicht', 'wär', 'litauen', 'mehr', 'änderungen', 'glaube', 'nicht']"
1246102,158,Dafür kann man ihr auf jeden Fall dankbar sein.,"['AUCH3A*', 'ZUSAMMENHANG1A^*', 'DANKE2', 'AUF-PERSON1', '$GEST-NM-KOPFNICKEN1^']","['auch', 'danke']"
1246329,0,Ich bin #194X geboren.,"['ICH1', 'SELBST1A', '||$NUM-TEEN2A:9', '$NUM-HUNDERTER1:1', 'GEBURT2']","['selbst', '#neunzehnhundertx', 'geboren']"
1246329,1,"Ich muss ehrlich sagen, dass ich ein Kriegskind bin.","['WISSEN2B*', 'ICH1', 'MUSS1', 'EHRLICH1*', 'SAGEN1', 'ICH1', '$GEST-OFF^*', 'ICH2', 'ZUSAMMENSTOSS1^*', 'WIEGEN-BABY3^', 'ICH1', '$GEST-OFF^']","['muss', 'ehrlich', 'sagen', 'kriegskind']"
1246329,2,"Damals war ich hörend, die Geschichte verlief folgendermaßen:","['HÖREND1A', 'SPÄTER7']",['hörend']
1246329,3,"Ich bin in Lindenfels im Odenwald geboren, in der Nähe von Bensheim.","['ICH2*', 'GEBURT2', 'WO1A*', '$ALPHA1:L', '$INDEX1', 'RUND3A^*', '$INDEX1', 'BEREICH1A^*', '$INDEX2', 'RUND3A^', '$INDEX1']","['geboren', 'wo', 'lindenfels', 'odenwald odenwald', 'bensheim']"
1246329,4,Lindenfels war damals eine Kurstadt.,"['$INDEX1*', 'IST1^*', 'DAMALS1*', 'KUR1', 'STADT2*', '$GEST-OFF^']","['lindenfels', 'war', 'damals', 'kurstadt']"
1246329,5,Mein Vater hatte dort ein schönes Leben.,"['ICH2', 'VATER7*', 'HABEN1', 'SCHÖN1A', 'LEBEN1C*', 'HABEN-BESITZEN1']","['mein', 'vater', 'hat', 'schönes', 'leben', 'gehabt']"
1246329,6,Er war dort Polizeioffizier.,"['||DORT1', 'ICH2^*', 'WAR1', 'POLIZEI1A*', 'OFFIZIER1*', '$GEST-OFF^']","['dort', 'vater', 'war', 'polizeioffizier']"
1246329,7,Damals hatten wir kein Telefon.,"['HABEN-BESITZEN1*', 'DAMALS1*', 'TELEFON2', '$PROD*', 'KEIN9']","['hat', 'damals', 'telefon', '[MG]']"
1246329,8,Nur im Amt gab es eins.,"['NUR1', 'AMT1B', '$INDEX1*']","['nur', 'amt']"
1246329,9,Mein Vater hatte Freiräume.,"['VATER7*', 'WIE-IMMER1*', '$GEST-OFF^', 'HABEN-BESITZEN1*', 'FREI1']","['vater', 'wie', 'hat', 'frei']"
1246329,10,Er hatte ein eigenes Pferd.,"['HABEN-BESITZEN1*', 'EIGEN1A*', 'PFERD3']","['hat', 'eigene', 'pferd']"
1246329,11,"Du weißt, dass die Polizisten damals oft auf der Straße herumliefen.","['DU1', 'DAMALS1*', 'WISSEN2A*', 'POLIZEI1A*', 'OFT-$KANDIDAT-FRA05^', 'STRASSE3*', 'BUMMELN1']","['du', 'damals', 'polizei', 'oft auf', 'straße', '[MG]']"
1246329,12,Heute ist das nicht mehr so.,"['HEUTE1*', 'NICHT1']","['heute', 'nicht mehr']"
1246329,13,Dort blieben wir.,"['ICH1', 'DORT1*', 'BLEIBEN1*']","['dort', '[MG]']"
1246329,14,Eines Tages musste mein Vater die Kirche kontrollieren.,"['PLÖTZLICH4', 'ICH2^', 'VATER1*', 'ACHTUNG1A^*', 'MUSS1', 'WAS1A*', 'KIRCHE1*', 'DANKE2', 'KONTROLLE1*', '$GEST-OFF^']","['[MG]', 'vater', 'muss', 'was', 'kirchendank', 'kontrollieren']"
1246329,15,Der Pfarrer durfte nichts Schlechtes über die Politik sagen.,"['PFARRER1', '$INDEX1', 'MUSS1A^', 'NICHT3A*', 'POLITIK1', 'SCHLECHT1', 'SPRECHEN4*', '$INDEX1']","['pfarrer', 'darf', 'nicht', 'politik', 'schlecht', 'sprechen']"
1246329,16,Daran hatte mein Vater aber kein Interesse.,"['$GEST-OFF^*', 'VATER7*', 'HABEN-BESITZEN1*', 'KEIN3*', 'INTERESSE1A', 'AUF-PERSON1*']","['vater', 'hat', 'kein', 'interesse']"
1246329,17,"Sein Kamerad war auch Polizist, mit ihm hat er ausgemacht, nichts dagegen zu unternehmen.","['MIT1A*', 'SEIN-IHR1*', 'ZUSAMMEN-PERSON2A^', 'ER-SIE-ES1', 'AUCH3A', 'POLIZEI1A*', 'ER-SIE-ES1', 'SCHON1A*', 'ABMACHEN1', 'ER-SIE-ES1', 'BESCHEID1A*', 'AB1A^*', '$GEST-OFF^']","['mit', 'kamerad', 'auch', 'polizei', 'schon', 'ausgemacht']"
1246329,18,"Es ist nichts passiert, und alles ist gut verlaufen.","['AB2^*', 'DOCH1A', 'GUT1*', 'ABLAUF1A']","['[MG]', 'doch', 'gut', 'gelaufen']"
1246329,19,"Mein Vater hatte ein schönes Leben, mit seinem Pferd ist er durch den Wald geritten.","['ICH2', 'VATER7*', 'HABEN1', 'SCHÖN1A', 'LEBEN1C*', 'HABEN-BESITZEN1*', '$GEST-OFF^*', 'PFERD1', 'FORT1*', 'WALD-$KANDIDAT-FRA28^', 'WEIT1*']","['mein', 'vater', 'hat', 'schönes', 'leben', 'gehabt', 'pferd', '[MG]', 'wald', '[MG]']"
1246329,20,Natürlich erschien er bei der Arbeit.,"['BIS1^', 'DANN1C', 'ARBEITEN1', 'SELBSTVERSTÄNDLICH1A']","['dann', 'arbeiten', '[MG]']"
1246329,21,Manchmal fuhr er mit dem Fahrrad oder mit dem Bus zur Arbeit.,"['UND-DANN2*', 'ODER4B*', 'FAHRRAD1', 'ODER4B*', 'WAGEN1^', 'HIN2']","['und', '[MG]', 'mit fahrrad', 'oder', 'mit bus']"
1246329,22,Autos gab es damals nicht.,"['AUTO1*', 'DAMALS1*', 'KEIN9', 'DAMALS1*', 'NEIN3B^']","['auto', 'damals', '[MG]', '[MG]']"
1246329,23,Dann kamen die Jahre 1943 und 1944.,"['SPÄTER7*', 'KOMMEN1*', 'JAHR2A*', '$NUM-TEEN2A:9d*', '$NUM-HUNDERTER1:1', '$NUM-EINER1B:4', '$NUM-EINER1B:3d', '$NUM-ZEHNER1:4', '$NUM-DOPPEL1B:4', 'ZWISCHEN1B*']","['dann', 'um', 'jahr', 'neunzehnhundert', 'dreiundvierzig', 'vierundvierzig', '[MG]']"
1246329,24,Polen wurde auf der einen Seite von Deutschland und auf der anderen Seite von Russland besetzt.,"['$INDEX1*', 'DEUTSCH1*', 'HIER1', 'HABEN1*', 'TÜRKEI1*', 'POLEN1B*', 'BESETZT1A', '$INDEX1', '$INDEX1*', 'DAZU1^', '||DEUTSCH1*', '||DAZU1^*']","['deutschland', 'hat', 'polen', 'besetzt', 'russland', '[MG]', 'deutschland']"
1246329,25,"In Polen fehlten die Offiziere, beziehungsweise Kommandanten.","['DORT1', 'POLEN1B*', 'FEHLER5', 'OFFIZIER1*', '$GEST-OFF^', 'SOLDAT3', 'FEHLER5', '$GEST-NM-KOPFNICKEN1^']","['polen', 'fehlt', 'offizier', 'kommand{eur}', 'fehlt']"
1246329,26,"Mir wurde bewusst, dass man meinen Vater dorthin schicken wird.","['ICH2', 'ACHTUNG1A^', '$GEST-NM^', 'EINFALLEN1', '$INDEX1*', 'ICH1', 'VATER1*', '$INDEX1*', 'SCHICKEN1*']","['[MG]', 'vater', '[MG]']"
1246329,27,"Mein Vater hatte eine Mitteilung bekommen, damals wurde ja mittels Telegramm kommuniziert.","['VATER7', 'HABEN1', 'SCHREIBEN1A*', 'MELDUNG1', 'FRÜHER2', 'INTERVIEW3^', 'WIE-FRAGE1', 'TELEGRAMM1*', 'SCHMAL1C^', '$GEST-NM-KOPFNICKEN1^', '||SCHICKEN4A*']","['vater', 'hat', 'wie', 'telegramm']"
1246329,28,"Er musste dorthin, er hatte einen Brief bekommen, in dem stand, er müsse nach Polen.","['$INDEX1*', 'MUSS1', 'HIN2', '||ZUERST1A', 'BRIEF1B', '||BEKOMMEN1*', 'MUSS1*', 'HIN2']","['muss', 'zuerst', 'brief', 'bekommt', 'muss']"
1246329,29,Aber er lehnte ab.,"['VATER7*', 'HABEN1', 'ABLEHNEN2']","['vater', 'hat', 'abgelehn']"
1246329,30,Er war selbst Polizist in Darmstadt und arbeitete bei der Außendienststelle in Lindenfels.,"['WARUM10B*', 'ICH2*', 'VATER1*', 'SELBST1A', 'FRÜHER1*', 'POLIZEI1A*', 'HIER1', 'DARMSTADT2', 'HIER1*', '||AUSZIEHEN-WOHNUNG1*', '$INDEX1', '$ORAL^']","['warum', 'mein', 'vater', 'selbst', 'früher', 'polizei', 'darmstadt', 'außenstelle', 'lindenfels']"
1246329,31,"Mein Vater war nicht an den Nazis interessiert, und war oft zu faul mit dem Hitlergruß zu grüßen.","['UND1', '$INDEX1', '$GEST-OFF^*', 'ICH2^', 'VATER7', 'SOWIESO1*', 'ICH2^', 'WISSEN2A*', 'HITLER1', 'INTERESSE1A*', 'NICHT5', 'OFT1A', 'ICH2^', 'VATER7*', 'HITLER1', 'FAUL2*', '$GEST-OFF^']","['und', '[MG]', 'vater', 'sowieso', 'weiß', 'hitler', '[MG]', 'oft', 'vater', 'faul']"
1246329,32,Er mochte die Nazis nicht.,"['MÖGEN4', 'NICHT3B*', '$GEST-OFF^']","['mag', 'nicht']"
1246329,33,Mein Vater bekam jedenfalls einen Berufungsbrief und musste aufgrund fehlender Leitungspersonen nach Polen gehen.,"['DANACH1A^*', 'DANN1A', 'ICH1^', 'VATER7*', 'STELLEN1', 'BEKOMMEN2*', 'SCHICKEN2', '$INDEX1*', 'MUSS1', 'HIN1^', '$GEST-OFF^*', 'LEITEN1B', 'FEHLEN1A', '$INDEX1*']","['vater', 'bekommt', '[MG]', 'muss', 'polen', 'leitung', 'fehlt']"
1246329,34,"Mein Vater gab als Grund für die Ablehnung an, dass seine Frau schwanger sei und er daher nicht nach Polen gehen könne.","['VATER7*', 'DAZU-ERFINDEN1*', 'BESCHEID1A*', 'ICH2', 'KANN1*', 'DORTHIN-GEHEN1*', 'ICH2^', 'FRAU1A', 'SCHWANGER1A', '$INDEX1*', 'ICH2', 'KANN2A*', 'FAHREN1*']","['vater', 'frau', 'schwanger', '[MG]']"
1246329,35,"Dann kam ein Befehl von Himmler von der SS, der ja Polizeichef gewesen ist.","['KOMMEN1', 'BEFEHL1*', 'VON2', '$INDEX1*', 'SS1*', '$INDEX1*', 'POLIZEI1A*', 'CHEF1B', '$INDEX2*']","['kommt', 'befehl', 'von', 'himmler', 's-s', 'himmler', 'polizeichef']"
1246329,36,"Mein Vater wurde aufgefordert, innerhalb von 24 Stunden nach Polen zu gehen, andernfalls würde er mit Zwang dorthin gebracht.","['SCHLAGEN1^*', '$INDEX1*', 'INNERHALB1*', '$NUM-EINER1B:4', '$NUM-ZEHNER1:2', 'ZEIT1^*', 'MUSS1', 'RAUS4', 'ODER5*', 'WENN1A', 'NICHT1', '$INDEX1*', 'ZWANG1', 'EINSETZEN1A*', 'FERTIG1A*']","['innerhalb', 'vierundzwanzig', 'stunden', 'muss', '[MG]', 'o{der}', 'wenn', 'nicht', '[MG]', '[MG]']"
1246329,37,Meine Mutter und ich hätten dann hier bleiben müssen.,"['ICH2', 'MUTTER5', 'ICH1', 'BLEIBEN2*', 'ICH1', '$GEST-OFF^*']","['meine', 'mutter', 'ich', 'bleib', 'ich']"
1246329,38,"Mein Vater war verunsichert, da er gewohnt war, mit seiner Familie zusammenzuleben.","['VATER7*', 'IN-DER-KLEMME-STECKEN1', 'GEWOHNHEIT2', 'GRUPPE1A^']","['vater', '[MG]', 'gewohnt', 'familie']"
1246329,39,"Damals war es in der alten Zeit so, dass Familien zusammenblieben.","['FRÜHER1*', 'ALT5A*', 'ZEIT7C', 'NOCH5*', 'SO1A', 'MEISTENS1A', 'ZUSAMMEN1A*', '$GEST-OFF^']","['früher', 'alte', 'zeit', 'noch', 'so', 'meistens', 'familie']"
1246329,40,In letzter Minute wurde schnell der Propellerwagen beladen.,"['$GEST-NM-KOPFNICKEN1^', 'LASSEN1^*', 'LETZTE1B', 'MINUTE1', 'SCHNELL1A*', 'PROPELLER1*', 'WAGEN1', 'VERSCHIEDEN2A*', 'DAZU1^*']","['letzte', 'minute', 'schnell', 'propellerwagen', '[MG]']"
1246329,41,Es ging nach Buchenstadt bei Posen.,"['BRINGEN1A^', 'NACH-ORT1', 'ORT1B*', 'SAGEN1^', 'ORT1B', 'SAGEN1^', 'AUFKLAPPEN-BUCH1^', 'STADT2', 'BEI1C', '$INDEX1*']","['ab', 'nach', 'heißt', 'ort', 'heißt', 'buchenstadt', 'bei', 'posen']"
1246329,42,"Wie der Ort heute heißt, weiß ich nicht mehr.","['$INDEX1', 'HEUTE1', 'HEISSEN1B*', 'NAME7', 'ICH2', 'WISSEN2B', 'ICH2', '$GEST-ICH-WEISS-NICHT1^*']","['heute', 'heißt', 'name', 'weiß', 'ich', 'nicht mehr']"
1246329,43,Dort wurde er eingesetzt.,['EINSETZEN1A*'],[]
1246329,44,"Mein Vater war in einer Außenstelle in Lubon, in der Nähe von Posen.","['$INDEX1*', 'VATER7*', 'HABEN-BESITZEN1*', '$INDEX1', '$INDEX1*', 'DER-DIE-DAS1', 'NUR2A*', 'AUSSEN1B', 'STELLE-STAND1', 'WAS1A^*', 'POLEN3^*', '$INDEX1*']","['vater', 'posen', 'das', 'nur', 'außenstelle', 'von', 'lubon']"
1246329,45,"Dort war auch ein Gefangenenlager, wo Russen und Polen interniert waren.","['UND5', 'GEFANGEN1*', 'TITEL-ÜBERSCHRIFT1^*', 'AUCH3A', 'GEFANGEN1*', 'FAUST-ZEIGEN1^', 'POLEN1B*', 'HINEINSTECKEN2^']","['und', 'gefangenenlager', 'auch', 'russland', 'polen', '[MG]']"
1246329,46,Dieses hat mein Vater beaufsichtigt und er hatte auch eine eigene Kompanie.,"['VATER7', 'AUFPASSEN1A*', '$INDEX1*', 'UND2A*', 'MANNSCHAFT1^*', 'EIGEN1C', 'HABEN-BESITZEN1', '$INDEX1']","['vater', '[MG]', 'und auch', 'kompanie', 'eigene']"
1246329,47,"Oft fuhr ich mit dem kleinen Dreirad dorthin, das durfte ich auch.","['FERTIG1A*', 'SPÄTER7', 'ICH2', 'OFT1A', 'VATER7*', 'ICH2', 'FAHRRAD1', 'ICH2', 'KLEIN1B*', '$NUM-EINER1A:3d', 'RAD1A*', 'ICH2', 'FAHRRAD1', 'ICH2', 'HIN2', 'DARF1', 'ICH1']","['[MG]', 'oft', 'vater', 'fahrrad', 'ich', 'klein', 'dreirad', '[MG]', 'darf', '[MG]']"
1246329,48,"Dort hatte ich ein schönes Leben, aber das hielt auch nur kurz.","['ICH1', 'SCHÖN1A*', '$INDEX1*', '$GEST-OFF^*', 'SCHÖN1A', 'LEBEN4*', 'UND2A*', 'NUR2A*', 'KURZ3A']","['[MG]', '[MG]', '[MG]', 'schönes', 'leb', 'und', 'nur', 'kurz']"
1246329,49,Mein Vater hatte ein Dienstmädchen.,"['VATER7*', 'HABEN1', 'DIENST3*', 'MÄDCHEN2A', 'HABEN-BESITZEN1*', '$GEST-OFF^*']","['vater', 'hat', 'dienstmädchen', 'gehabt']"
1246329,50,"Er hatte alles, was er brauchte.","['ALLES2*', 'DA1*', 'ALLES2']","['alles', 'da da']"
1246329,51,Im Laufe des Kriegs kamen die Russen immer näher.,"['ABER1', 'KOMMEN1', '$GEST-OFF^*', 'ZUSAMMENSTOSS1^*', '$INDEX1*', 'SCHON1A', 'MASSE-PERSON-AKTIV1*']","['kommt', 'krieg', 'russland', 'schon', '[MG]']"
1246329,52,Ausgerechnet da bekam meine Mutter ein Baby.,"['JETZT1', '$GEST-OFF^*', 'MUTTER1*', 'GEBURT1A', '$GEST-OFF^*']","['mutter', 'geburt']"
1246329,53,"Es war eine Hausgeburt, wie es damals üblich war.","['PLÖTZLICH4^*', 'IN1', 'HAUS2', '$GEST-OFF^', 'DAMALS1', '$GEST-OFF^*', 'ICH2', 'AB2^']","['gerade', 'im', 'haus', 'damals', '[MG]', '[MG]']"
1246329,54,"Du weißt ja, früher wurde immer der Witz erzählt, wie man ein Baby bekommt.","['DU1*', 'WISSEN2A', 'FRÜHER1*', 'IMMER2', 'MEISTENS3', 'IMMER4A*', 'WITZ1', 'WISSEN2A^*', 'BABY1', 'WOHER1*']","['[MG]', 'weißt', 'früher', 'meist', 'immer', 'witz', '[MG]', 'baby', 'woher']"
1246329,55,Indem man Zucker auf dem Fensterbrett hinstellt.,"['DU1*', 'MUSS1', 'ZUCKER1A', '$PROD*']","['du', 'musst', 'zucker [MG]']"
1246329,56,"Ja, natürlich. Das weiß ich noch.","['NATÜRLICH1', 'WISSEN2A', 'ICH1', 'JA1A*']","['[MG]', '[MG]', '[MG]', 'ja']"
1246329,57,Damals bin ich reingefallen!,"['ICH2', 'REINGEFALLEN1', 'ICH2']",['[MG]']
1246329,58,Das Baby war plötzlich da.,"['AB2^*', 'SPÄTER7*', 'ICH1', '$INDEX1', 'MERKWÜRDIG1*', 'MASS2B^', 'DA1']","['[MG]', '[MG]', '[MG]', 'baby', 'da']"
1246329,59,Den Klapperstorch hatte ich nicht gesehen.,"['ACHTUNG1A^', 'VOGEL1*', 'ICH1*', 'STIMMT1A*', 'SEHEN1', 'ICH1', 'FERTIG1A', 'ABLAUF2', 'ZUR-SEITE-SCHIEBEN1*']","['klapperstorch', 'stimmt nicht', 'gesehen', '[MG]', '[MG]']"
1246329,60,"Eines Abends weckte mich meine Mutter, damals war ich noch hörend.","['PLÖTZLICH4', 'EIN1A', 'ABEND2*', '$GEST-NM-KOPFNICKEN1^', 'MUTTER1*', 'AUFWECKEN2', 'ICH2', 'NOCH4B', 'HÖREND1A*', 'ICH1']","['[MG]', 'ein', 'abend', 'mutter', 'noch', 'hörend', 'ich']"
1246329,61,"Sie weckte mich und sagte, dass ich aufstehen soll und wir ganz weit fort müssen.","['MUTTER1*', 'AUFWECKEN2*', 'AUFSTEHEN2*', 'ICH2^*', 'FORT2']","['mutter', 'aufstehen', 'wir müssen', 'weit weit fort']"
1246329,62,"„Ich schlafe doch gerade!“, meinte ich empört zu ihr.","['ICH1*', '$GEST-OFF^*', 'ICH1*', 'BESCHEID1A', 'ICH2||$GEST-OFF^*', 'GERADE1', 'ICH2', 'SCHLAFEN1A*', 'ICH2', '$GEST-OFF^']","['[MG]', '[MG]', '[MG]', '[MG]', '[MG]', 'gerade', '[MG]']"
1246329,63,Da sah ich zwei Polizisten in grünen gummiartigen Mänteln.,"['ICH2', 'SEHEN1*', 'DORT1', '$NUM-EINER1A:2', 'POLIZEI1A*', 'MATERIAL1A^*', '$GEST-OFF^', 'WIE4A*', 'MATERIAL1B^', 'KLEIDUNG1A^*', 'GRÜN41']","['zwei', 'polizei', 'wie', 'gummi', 'mantel', 'grün']"
1246329,64,"Waren sie von der SS, oder was?","['DER-DIE-DAS1', 'MEINUNG1A', 'SS1', 'ODER4A']","['das', 'm{eine}', 's-s', 'oder was']"
1246329,65,Das waren Regenmäntel.,"['REGEN1A', 'MANTEL1']",['regenmantel']
1246329,66,"Ja, genau.",['RICHTIG1A'],['ja']
1246329,67,"Wie das Material sich anfühlt, ja, das kenne ich noch.","['GEFÜHL3^*', 'TEXT3^*', '||ICH2', '||KENNEN2*']","['ich', 'kenne']"
1246329,68,Das habe ich mal gesehen.,"['||SEHEN1', '||ICH2']",['habe gesehen']
1246329,69,Diese Männer waren da.,"['$INDEX1', 'DA1', '$INDEX1*']",[]
1246329,70,Mein Vater musste bleiben.,"['VATER7', 'MUSS1', 'BLEIBEN2*']","['vater', 'muss', 'bleiben']"
1246329,71,Meine Mutter und ich mussten schnell Sachen zusammenpacken.,"['MUTTER1*', 'ICH1', 'SCHNELL1A*', 'PACKEN1*']","['mu{tter}', 'schnell', '[MG]']"
